model	gene	annotation
iCHOv1	100769768	http://identifiers.org/ncbigene/100769768
iCHOv1	100774799	http://identifiers.org/ncbigene/100774799
iCHOv1	100769769	http://identifiers.org/ncbigene/100769769
iCHOv1	100772576	http://identifiers.org/ncbigene/100772576
iCHOv1	100772588	http://identifiers.org/ncbigene/100772588
iCHOv1	100772588	http://identifiers.org/ncbigene/100772588
iCHOv1	100774815	http://identifiers.org/ncbigene/100774815
iCHOv1	100769779	http://identifiers.org/ncbigene/100769779
iCHOv1	100774830	http://identifiers.org/ncbigene/100774830
iCHOv1	100769788	http://identifiers.org/ncbigene/100769788
iCHOv1	100772592	http://identifiers.org/ncbigene/100772592
iCHOv1	100772598	http://identifiers.org/ncbigene/100772598
iCHOv1	100774834	http://identifiers.org/ncbigene/100774834
iCHOv1	100769795	http://identifiers.org/ncbigene/100769795
iCHOv1	100769795	http://identifiers.org/ncbigene/100769795
iCHOv1	100774844	http://identifiers.org/ncbigene/100774844
iCHOv1	100769821	http://identifiers.org/ncbigene/100769821
iCHOv1	100772617	http://identifiers.org/ncbigene/100772617
iCHOv1	100774847	http://identifiers.org/ncbigene/100774847
iCHOv1	100772629	http://identifiers.org/ncbigene/100772629
iCHOv1	100769825	http://identifiers.org/ncbigene/100769825
iCHOv1	100774848	http://identifiers.org/ncbigene/100774848
iCHOv1	100769832	http://identifiers.org/ncbigene/100769832
iCHOv1	100772642	http://identifiers.org/ncbigene/100772642
iCHOv1	100772646	http://identifiers.org/ncbigene/100772646
iCHOv1	100774853	http://identifiers.org/ncbigene/100774853
iCHOv1	100772647	http://identifiers.org/ncbigene/100772647
iCHOv1	100769849	http://identifiers.org/ncbigene/100769849
iCHOv1	100769905	http://identifiers.org/ncbigene/100769905
iCHOv1	100774858	http://identifiers.org/ncbigene/100774858
iCHOv1	100774860	http://identifiers.org/ncbigene/100774860
iCHOv1	100769920	http://identifiers.org/ncbigene/100769920
iCHOv1	100772668	http://identifiers.org/ncbigene/100772668
iCHOv1	100774864	http://identifiers.org/ncbigene/100774864
iCHOv1	100774867	http://identifiers.org/ncbigene/100774867
iCHOv1	100772743	http://identifiers.org/ncbigene/100772743
iCHOv1	100769961	http://identifiers.org/ncbigene/100769961
iCHOv1	100774878	http://identifiers.org/ncbigene/100774878
iCHOv1	100769978	http://identifiers.org/ncbigene/100769978
iCHOv1	100774886	http://identifiers.org/ncbigene/100774886
iCHOv1	100769981	http://identifiers.org/ncbigene/100769981
iCHOv1	100770000	http://identifiers.org/ncbigene/100770000
iCHOv1	100772751	http://identifiers.org/ncbigene/100772751
iCHOv1	100774910	http://identifiers.org/ncbigene/100774910
iCHOv1	100772754	http://identifiers.org/ncbigene/100772754
iCHOv1	100770004	http://identifiers.org/ncbigene/100770004
iCHOv1	100774930	http://identifiers.org/ncbigene/100774930
iCHOv1	100770013	http://identifiers.org/ncbigene/100770013
iCHOv1	100774950	http://identifiers.org/ncbigene/100774950
iCHOv1	100772782	http://identifiers.org/ncbigene/100772782
iCHOv1	100774969	http://identifiers.org/ncbigene/100774969
iCHOv1	100772822	http://identifiers.org/ncbigene/100772822
iCHOv1	100772831	http://identifiers.org/ncbigene/100772831
iCHOv1	100770033	http://identifiers.org/ncbigene/100770033
iCHOv1	100774971	http://identifiers.org/ncbigene/100774971
iCHOv1	100770034	http://identifiers.org/ncbigene/100770034
iCHOv1	100772859	http://identifiers.org/ncbigene/100772859
iCHOv1	100774981	http://identifiers.org/ncbigene/100774981
iCHOv1	100772883	http://identifiers.org/ncbigene/100772883
iCHOv1	100770052	http://identifiers.org/ncbigene/100770052
iCHOv1	100774983	http://identifiers.org/ncbigene/100774983
iCHOv1	100770084	http://identifiers.org/ncbigene/100770084
iCHOv1	100772914	http://identifiers.org/ncbigene/100772914
iCHOv1	100775004	http://identifiers.org/ncbigene/100775004
iCHOv1	100772925	http://identifiers.org/ncbigene/100772925
iCHOv1	100770086	http://identifiers.org/ncbigene/100770086
iCHOv1	100775017	http://identifiers.org/ncbigene/100775017
iCHOv1	100775032	http://identifiers.org/ncbigene/100775032
iCHOv1	100770090	http://identifiers.org/ncbigene/100770090
iCHOv1	100772931	http://identifiers.org/ncbigene/100772931
iCHOv1	100775064	http://identifiers.org/ncbigene/100775064
iCHOv1	100770096	http://identifiers.org/ncbigene/100770096
iCHOv1	103158533	http://identifiers.org/ncbigene/103158533
iCHOv1	100772970	http://identifiers.org/ncbigene/100772970
iCHOv1	103158535	http://identifiers.org/ncbigene/103158535
iCHOv1	100772999	http://identifiers.org/ncbigene/100772999
iCHOv1	100770100	http://identifiers.org/ncbigene/100770100
iCHOv1	100770125	http://identifiers.org/ncbigene/100770125
iCHOv1	100773003	http://identifiers.org/ncbigene/100773003
iCHOv1	100770133	http://identifiers.org/ncbigene/100770133
iCHOv1	103158591	http://identifiers.org/ncbigene/103158591
iCHOv1	100773005	http://identifiers.org/ncbigene/100773005
iCHOv1	100773024	http://identifiers.org/ncbigene/100773024
iCHOv1	100770177	http://identifiers.org/ncbigene/100770177
iCHOv1	103158732	http://identifiers.org/ncbigene/103158732
iCHOv1	100770231	http://identifiers.org/ncbigene/100770231
iCHOv1	100773025	http://identifiers.org/ncbigene/100773025
iCHOv1	103158768	http://identifiers.org/ncbigene/103158768
iCHOv1	100770286	http://identifiers.org/ncbigene/100770286
iCHOv1	100770310	http://identifiers.org/ncbigene/100770310
iCHOv1	103158861	http://identifiers.org/ncbigene/103158861
iCHOv1	100773063	http://identifiers.org/ncbigene/100773063
iCHOv1	103159861	http://identifiers.org/ncbigene/103159861
iCHOv1	100773070	http://identifiers.org/ncbigene/100773070
iCHOv1	100770327	http://identifiers.org/ncbigene/100770327
iCHOv1	103159932	http://identifiers.org/ncbigene/103159932
iCHOv1	100770342	http://identifiers.org/ncbigene/100770342
iCHOv1	100773077	http://identifiers.org/ncbigene/100773077
iCHOv1	100773080	http://identifiers.org/ncbigene/100773080
iCHOv1	103159994	http://identifiers.org/ncbigene/103159994
iCHOv1	100770343	http://identifiers.org/ncbigene/100770343
iCHOv1	103160327	http://identifiers.org/ncbigene/103160327
iCHOv1	100770347	http://identifiers.org/ncbigene/100770347
iCHOv1	100773095	http://identifiers.org/ncbigene/100773095
iCHOv1	103160361	http://identifiers.org/ncbigene/103160361
iCHOv1	100773134	http://identifiers.org/ncbigene/100773134
iCHOv1	100773145	http://identifiers.org/ncbigene/100773145
iCHOv1	100770348	http://identifiers.org/ncbigene/100770348
iCHOv1	100770355	http://identifiers.org/ncbigene/100770355
iCHOv1	100773154	http://identifiers.org/ncbigene/100773154
iCHOv1	103160952	http://identifiers.org/ncbigene/103160952
iCHOv1	100773186	http://identifiers.org/ncbigene/100773186
iCHOv1	100770430	http://identifiers.org/ncbigene/100770430
iCHOv1	103160971	http://identifiers.org/ncbigene/103160971
iCHOv1	100770431	http://identifiers.org/ncbigene/100770431
iCHOv1	103161104	http://identifiers.org/ncbigene/103161104
iCHOv1	100773187	http://identifiers.org/ncbigene/100773187
iCHOv1	100770439	http://identifiers.org/ncbigene/100770439
iCHOv1	100770445	http://identifiers.org/ncbigene/100770445
iCHOv1	100773189	http://identifiers.org/ncbigene/100773189
iCHOv1	100773211	http://identifiers.org/ncbigene/100773211
iCHOv1	100773213	http://identifiers.org/ncbigene/100773213
iCHOv1	100770462	http://identifiers.org/ncbigene/100770462
iCHOv1	100770498	http://identifiers.org/ncbigene/100770498
iCHOv1	100773217	http://identifiers.org/ncbigene/100773217
iCHOv1	100773218	http://identifiers.org/ncbigene/100773218
iCHOv1	103163077	http://identifiers.org/ncbigene/103163077
iCHOv1	100770521	http://identifiers.org/ncbigene/100770521
iCHOv1	100773231	http://identifiers.org/ncbigene/100773231
iCHOv1	100770527	http://identifiers.org/ncbigene/100770527
iCHOv1	103163585	http://identifiers.org/ncbigene/103163585
iCHOv1	100773264	http://identifiers.org/ncbigene/100773264
iCHOv1	103164123	http://identifiers.org/ncbigene/103164123
iCHOv1	3979178	http://identifiers.org/ncbigene/3979178
iCHOv1	100773278	http://identifiers.org/ncbigene/100773278
iCHOv1	100770553	http://identifiers.org/ncbigene/100770553
iCHOv1	100770570	http://identifiers.org/ncbigene/100770570
iCHOv1	3979179	http://identifiers.org/ncbigene/3979179
iCHOv1	3979180	http://identifiers.org/ncbigene/3979180
iCHOv1	100770573	http://identifiers.org/ncbigene/100770573
iCHOv1	100773299	http://identifiers.org/ncbigene/100773299
iCHOv1	100773299	http://identifiers.org/ncbigene/100773299
iCHOv1	3979181	http://identifiers.org/ncbigene/3979181
iCHOv1	3979182	http://identifiers.org/ncbigene/3979182
iCHOv1	100773325	http://identifiers.org/ncbigene/100773325
iCHOv1	100773325	http://identifiers.org/ncbigene/100773325
iCHOv1	100770579	http://identifiers.org/ncbigene/100770579
iCHOv1	3979183	http://identifiers.org/ncbigene/3979183
iCHOv1	100770598	http://identifiers.org/ncbigene/100770598
iCHOv1	3979184	http://identifiers.org/ncbigene/3979184
iCHOv1	100770605	http://identifiers.org/ncbigene/100770605
iCHOv1	100773335	http://identifiers.org/ncbigene/100773335
iCHOv1	3979185	http://identifiers.org/ncbigene/3979185
iCHOv1	100773344	http://identifiers.org/ncbigene/100773344
iCHOv1	100770626	http://identifiers.org/ncbigene/100770626
iCHOv1	100770628	http://identifiers.org/ncbigene/100770628
iCHOv1	3979186	http://identifiers.org/ncbigene/3979186
iCHOv1	100770644	http://identifiers.org/ncbigene/100770644
iCHOv1	3979187	http://identifiers.org/ncbigene/3979187
iCHOv1	100773350	http://identifiers.org/ncbigene/100773350
iCHOv1	3979188	http://identifiers.org/ncbigene/3979188
iCHOv1	100773397	http://identifiers.org/ncbigene/100773397
iCHOv1	100770659	http://identifiers.org/ncbigene/100770659
iCHOv1	3979189	http://identifiers.org/ncbigene/3979189
iCHOv1	3979190	http://identifiers.org/ncbigene/3979190
iCHOv1	100770670	http://identifiers.org/ncbigene/100770670
iCHOv1	100773401	http://identifiers.org/ncbigene/100773401
iCHOv1	100773433	http://identifiers.org/ncbigene/100773433
iCHOv1	100773468	http://identifiers.org/ncbigene/100773468
iCHOv1	100773493	http://identifiers.org/ncbigene/100773493
iCHOv1	100773563	http://identifiers.org/ncbigene/100773563
iCHOv1	100773572	http://identifiers.org/ncbigene/100773572
iCHOv1	100773599	http://identifiers.org/ncbigene/100773599
iCHOv1	100773614	http://identifiers.org/ncbigene/100773614
iCHOv1	100773620	http://identifiers.org/ncbigene/100773620
iCHOv1	100773644	http://identifiers.org/ncbigene/100773644
iCHOv1	100773712	http://identifiers.org/ncbigene/100773712
iCHOv1	100773723	http://identifiers.org/ncbigene/100773723
iCHOv1	100773727	http://identifiers.org/ncbigene/100773727
iCHOv1	100773731	http://identifiers.org/ncbigene/100773731
iCHOv1	100773774	http://identifiers.org/ncbigene/100773774
iCHOv1	100773795	http://identifiers.org/ncbigene/100773795
iCHOv1	100773797	http://identifiers.org/ncbigene/100773797
iCHOv1	100773805	http://identifiers.org/ncbigene/100773805
iCHOv1	100773811	http://identifiers.org/ncbigene/100773811
iCHOv1	100773901	http://identifiers.org/ncbigene/100773901
iCHOv1	100773906	http://identifiers.org/ncbigene/100773906
iCHOv1	100773912	http://identifiers.org/ncbigene/100773912
iCHOv1	100773918	http://identifiers.org/ncbigene/100773918
iCHOv1	100773930	http://identifiers.org/ncbigene/100773930
iCHOv1	100773999	http://identifiers.org/ncbigene/100773999
iCHOv1	100774015	http://identifiers.org/ncbigene/100774015
iCHOv1	100774025	http://identifiers.org/ncbigene/100774025
iCHOv1	100774029	http://identifiers.org/ncbigene/100774029
iCHOv1	100774047	http://identifiers.org/ncbigene/100774047
iCHOv1	100774058	http://identifiers.org/ncbigene/100774058
iCHOv1	100774066	http://identifiers.org/ncbigene/100774066
iCHOv1	100774067	http://identifiers.org/ncbigene/100774067
iCHOv1	100774081	http://identifiers.org/ncbigene/100774081
iCHOv1	100774083	http://identifiers.org/ncbigene/100774083
iCHOv1	100774089	http://identifiers.org/ncbigene/100774089
iCHOv1	100774095	http://identifiers.org/ncbigene/100774095
iCHOv1	100774097	http://identifiers.org/ncbigene/100774097
iCHOv1	100774101	http://identifiers.org/ncbigene/100774101
iCHOv1	100774121	http://identifiers.org/ncbigene/100774121
iCHOv1	100774126	http://identifiers.org/ncbigene/100774126
iCHOv1	100774126	http://identifiers.org/ncbigene/100774126
iCHOv1	100774155	http://identifiers.org/ncbigene/100774155
iCHOv1	100774202	http://identifiers.org/ncbigene/100774202
iCHOv1	100774216	http://identifiers.org/ncbigene/100774216
iCHOv1	100774221	http://identifiers.org/ncbigene/100774221
iCHOv1	100774221	http://identifiers.org/ncbigene/100774221
iCHOv1	100774222	http://identifiers.org/ncbigene/100774222
iCHOv1	100774234	http://identifiers.org/ncbigene/100774234
iCHOv1	100770679	http://identifiers.org/ncbigene/100770679
iCHOv1	100770695	http://identifiers.org/ncbigene/100770695
iCHOv1	100770731	http://identifiers.org/ncbigene/100770731
iCHOv1	100770744	http://identifiers.org/ncbigene/100770744
iCHOv1	100770799	http://identifiers.org/ncbigene/100770799
iCHOv1	100770803	http://identifiers.org/ncbigene/100770803
iCHOv1	100770821	http://identifiers.org/ncbigene/100770821
iCHOv1	100770830	http://identifiers.org/ncbigene/100770830
iCHOv1	100770833	http://identifiers.org/ncbigene/100770833
iCHOv1	100770867	http://identifiers.org/ncbigene/100770867
iCHOv1	100770888	http://identifiers.org/ncbigene/100770888
iCHOv1	100770894	http://identifiers.org/ncbigene/100770894
iCHOv1	100770901	http://identifiers.org/ncbigene/100770901
iCHOv1	100770922	http://identifiers.org/ncbigene/100770922
iCHOv1	100770936	http://identifiers.org/ncbigene/100770936
iCHOv1	100770943	http://identifiers.org/ncbigene/100770943
iCHOv1	100770957	http://identifiers.org/ncbigene/100770957
iCHOv1	100770965	http://identifiers.org/ncbigene/100770965
iCHOv1	100770995	http://identifiers.org/ncbigene/100770995
iCHOv1	100771005	http://identifiers.org/ncbigene/100771005
iCHOv1	100771009	http://identifiers.org/ncbigene/100771009
iCHOv1	100771064	http://identifiers.org/ncbigene/100771064
iCHOv1	100771066	http://identifiers.org/ncbigene/100771066
iCHOv1	100771068	http://identifiers.org/ncbigene/100771068
iCHOv1	100771070	http://identifiers.org/ncbigene/100771070
iCHOv1	100771070	http://identifiers.org/ncbigene/100771070
iML1515	b2551	http://identifiers.org/ncbigene/947022
iML1515	b2551	http://identifiers.org/asap/ABE-0008389
iML1515	b2551	http://identifiers.org/ecogene/EG10408
iML1515	b2551	http://identifiers.org/uniprot/P0A825
iML1515	b0870	http://identifiers.org/ncbigene/944955
iML1515	b0870	http://identifiers.org/asap/ABE-0002954
iML1515	b0870	http://identifiers.org/ecogene/EG13690
iML1515	b0870	http://identifiers.org/uniprot/P75823
iML1515	b3368	http://identifiers.org/ncbigene/947880
iML1515	b3368	http://identifiers.org/asap/ABE-0011010
iML1515	b3368	http://identifiers.org/ecogene/EG10188
iML1515	b3368	http://identifiers.org/uniprot/P0AEA8
iML1515	b2436	http://identifiers.org/ncbigene/946908
iML1515	b2436	http://identifiers.org/asap/ABE-0008034
iML1515	b2436	http://identifiers.org/ecogene/EG12189
iML1515	b2436	http://identifiers.org/uniprot/P36553
iML1515	b0008	http://identifiers.org/ncbigene/944748
iML1515	b0008	http://identifiers.org/asap/ABE-0000027
iML1515	b0008	http://identifiers.org/ecogene/EG11556
iML1515	b0008	http://identifiers.org/uniprot/P0A870
iML1515	b3500	http://identifiers.org/ncbigene/948014
iML1515	b3500	http://identifiers.org/asap/ABE-0011432
iML1515	b3500	http://identifiers.org/ecogene/EG10412
iML1515	b3500	http://identifiers.org/uniprot/P06715
iML1515	b2465	http://identifiers.org/ncbigene/945865
iML1515	b2465	http://identifiers.org/asap/ABE-0008117
iML1515	b2465	http://identifiers.org/ecogene/EG12100
iML1515	b2465	http://identifiers.org/uniprot/P33570
iML1515	b0945	http://identifiers.org/ncbigene/945556
iML1515	b0945	http://identifiers.org/asap/ABE-0003201
iML1515	b0945	http://identifiers.org/ecogene/EG10807
iML1515	b0945	http://identifiers.org/uniprot/P0A7E1
iML1515	b4467	http://identifiers.org/ncbigene/2847717
iML1515	b4467	http://identifiers.org/asap/ABE-0174097
iML1515	b4467	http://identifiers.org/ecogene/EG13291
iML1515	b4467	http://identifiers.org/uniprot/P52074
iML1515	b3126	http://identifiers.org/ncbigene/947630
iML1515	b3126	http://identifiers.org/asap/ABE-0010276
iML1515	b3126	http://identifiers.org/ecogene/EG10016
iML1515	b3126	http://identifiers.org/uniprot/P23522
iML1515	b4468	http://identifiers.org/ncbigene/2847718
iML1515	b4468	http://identifiers.org/asap/ABE-0174098
iML1515	b4468	http://identifiers.org/ecogene/EG12996
iML1515	b4468	http://identifiers.org/uniprot/P52073
iML1515	b2979	http://identifiers.org/ncbigene/947353
iML1515	b2979	http://identifiers.org/asap/ABE-0009773
iML1515	b2979	http://identifiers.org/ecogene/EG12997
iML1515	b2979	http://identifiers.org/uniprot/P0AEP9
iML1515	b3916	http://identifiers.org/ncbigene/948412
iML1515	b3916	http://identifiers.org/asap/ABE-0012789
iML1515	b3916	http://identifiers.org/ecogene/EG10699
iML1515	b3916	http://identifiers.org/uniprot/P0A796
iML1515	b1095	http://identifiers.org/ncbigene/946665
iML1515	b1095	http://identifiers.org/asap/ABE-0003705
iML1515	b1095	http://identifiers.org/ecogene/EG12606
iML1515	b1095	http://identifiers.org/uniprot/P0AAI5
iML1515	b1054	http://identifiers.org/ncbigene/946216
iML1515	b1054	http://identifiers.org/asap/ABE-0003574
iML1515	b1054	http://identifiers.org/ecogene/EG10464
iML1515	b1054	http://identifiers.org/uniprot/P0ACV0
iML1515	b1855	http://identifiers.org/ncbigene/945143
iML1515	b1855	http://identifiers.org/asap/ABE-0006185
iML1515	b1855	http://identifiers.org/ecogene/EG10614
iML1515	b1855	http://identifiers.org/uniprot/P24205
iML1515	b1260	http://identifiers.org/ncbigene/946204
iML1515	b1260	http://identifiers.org/asap/ABE-0004232
iML1515	b1260	http://identifiers.org/ecogene/EG11024
iML1515	b1260	http://identifiers.org/uniprot/P0A877
iML1515	b2378	http://identifiers.org/ncbigene/946847
iML1515	b2378	http://identifiers.org/asap/ABE-0007848
iML1515	b2378	http://identifiers.org/ecogene/EG12901
iML1515	b2378	http://identifiers.org/uniprot/P0ACV2
iML1515	b0109	http://identifiers.org/ncbigene/948869
iML1515	b0109	http://identifiers.org/asap/ABE-0000374
iML1515	b0109	http://identifiers.org/ecogene/EG11546
iML1515	b0109	http://identifiers.org/uniprot/P30011
iML1515	b1094	http://identifiers.org/ncbigene/944805
iML1515	b1094	http://identifiers.org/asap/ABE-0003703
iML1515	b1094	http://identifiers.org/ecogene/EG50003
iML1515	b1094	http://identifiers.org/uniprot/P0A6A8
iML1515	b2836	http://identifiers.org/ncbigene/947315
iML1515	b2836	http://identifiers.org/asap/ABE-0009302
iML1515	b2836	http://identifiers.org/ecogene/EG11679
iML1515	b2836	http://identifiers.org/uniprot/P31119
iML1515	b2472	http://identifiers.org/ncbigene/948313
iML1515	b2472	http://identifiers.org/asap/ABE-0008142
iML1515	b2472	http://identifiers.org/ecogene/EG10208
iML1515	b2472	http://identifiers.org/uniprot/P0AED7
iML1515	b2935	http://identifiers.org/ncbigene/947420
iML1515	b2935	http://identifiers.org/asap/ABE-0009625
iML1515	b2935	http://identifiers.org/ecogene/EG11427
iML1515	b2935	http://identifiers.org/uniprot/P27302
iML1515	b1261	http://identifiers.org/ncbigene/945768
iML1515	b1261	http://identifiers.org/asap/ABE-0004234
iML1515	b1261	http://identifiers.org/ecogene/EG11025
iML1515	b1261	http://identifiers.org/uniprot/P0A879
iML1515	b3426	http://identifiers.org/ncbigene/947934
iML1515	b3426	http://identifiers.org/asap/ABE-0011191
iML1515	b3426	http://identifiers.org/ecogene/EG10394
iML1515	b3426	http://identifiers.org/uniprot/P13035
iML1515	b2242	http://identifiers.org/ncbigene/946733
iML1515	b2242	http://identifiers.org/asap/ABE-0007424
iML1515	b2242	http://identifiers.org/ecogene/EG10392
iML1515	b2242	http://identifiers.org/uniprot/P13033
iML1515	b2243	http://identifiers.org/ncbigene/946735
iML1515	b2243	http://identifiers.org/asap/ABE-0007426
iML1515	b2243	http://identifiers.org/ecogene/EG10393
iML1515	b2243	http://identifiers.org/uniprot/P0A996
iML1515	b2241	http://identifiers.org/ncbigene/946713
iML1515	b2241	http://identifiers.org/asap/ABE-0007422
iML1515	b2241	http://identifiers.org/ecogene/EG10391
iML1515	b2241	http://identifiers.org/uniprot/P0A9C0
iML1515	b4054	http://identifiers.org/ncbigene/948563
iML1515	b4054	http://identifiers.org/asap/ABE-0013278
iML1515	b4054	http://identifiers.org/ecogene/EG11040
iML1515	b4054	http://identifiers.org/uniprot/P04693
iML1515	b3770	http://identifiers.org/ncbigene/948278
iML1515	b3770	http://identifiers.org/asap/ABE-0012316
iML1515	b3770	http://identifiers.org/ecogene/EG10497
iML1515	b3770	http://identifiers.org/uniprot/P0AB80
iML1515	b3281	http://identifiers.org/ncbigene/947776
iML1515	b3281	http://identifiers.org/asap/ABE-0010763
iML1515	b3281	http://identifiers.org/ecogene/EG10077
iML1515	b3281	http://identifiers.org/uniprot/P15770
iML1515	b1692	http://identifiers.org/ncbigene/946200
iML1515	b1692	http://identifiers.org/asap/ABE-0005651
iML1515	b1692	http://identifiers.org/ecogene/EG11234
iML1515	b1692	http://identifiers.org/uniprot/P0A6D5
iML1515	b0243	http://identifiers.org/ncbigene/946680
iML1515	b0243	http://identifiers.org/asap/ABE-0000832
iML1515	b0243	http://identifiers.org/ecogene/EG10767
iML1515	b0243	http://identifiers.org/uniprot/P07004
iML1515	b1590	http://identifiers.org/ncbigene/945822
iML1515	b1590	http://identifiers.org/asap/ABE-0005311
iML1515	b1590	http://identifiers.org/ecogene/EG13846
iML1515	b1590	http://identifiers.org/uniprot/P76173
iML1515	b1613	http://identifiers.org/ncbigene/944840
iML1515	b1613	http://identifiers.org/asap/ABE-0005398
iML1515	b1613	http://identifiers.org/ecogene/EG10566
iML1515	b1613	http://identifiers.org/uniprot/P00946
iML1515	b0414	http://identifiers.org/ncbigene/945620
iML1515	b0414	http://identifiers.org/asap/ABE-0001441
iML1515	b0414	http://identifiers.org/ecogene/EG11321
iML1515	b0414	http://identifiers.org/uniprot/P25539
iML1515	b0894	http://identifiers.org/ncbigene/945508
iML1515	b0894	http://identifiers.org/asap/ABE-0003044
iML1515	b0894	http://identifiers.org/ecogene/EG10232
iML1515	b0894	http://identifiers.org/uniprot/P18775
iML1515	b1588	http://identifiers.org/ncbigene/945268
iML1515	b1588	http://identifiers.org/asap/ABE-0005307
iML1515	b1588	http://identifiers.org/ecogene/EG13844
iML1515	b1588	http://identifiers.org/uniprot/P77783
iML1515	b1587	http://identifiers.org/ncbigene/946135
iML1515	b1587	http://identifiers.org/asap/ABE-0005302
iML1515	b1587	http://identifiers.org/ecogene/EG13843
iML1515	b1587	http://identifiers.org/uniprot/P77374
iML1515	b0896	http://identifiers.org/ncbigene/945502
iML1515	b0896	http://identifiers.org/asap/ABE-0003048
iML1515	b0896	http://identifiers.org/ecogene/EG10234
iML1515	b0896	http://identifiers.org/uniprot/P18777
iML1515	b1589	http://identifiers.org/ncbigene/945638
iML1515	b1589	http://identifiers.org/asap/ABE-0005309
iML1515	b1589	http://identifiers.org/ecogene/EG13845
iML1515	b1589	http://identifiers.org/uniprot/P0AAJ1
iML1515	b0895	http://identifiers.org/ncbigene/945507
iML1515	b0895	http://identifiers.org/asap/ABE-0003046
iML1515	b0895	http://identifiers.org/ecogene/EG10233
iML1515	b0895	http://identifiers.org/uniprot/P18776
iML1515	b3041	http://identifiers.org/ncbigene/947526
iML1515	b3041	http://identifiers.org/asap/ABE-0009980
iML1515	b3041	http://identifiers.org/ecogene/EG10465
iML1515	b3041	http://identifiers.org/uniprot/P0A7J0
iML1515	b0025	http://identifiers.org/ncbigene/949129
iML1515	b0025	http://identifiers.org/asap/ABE-0000091
iML1515	b0025	http://identifiers.org/ecogene/EG11079
iML1515	b0025	http://identifiers.org/uniprot/P0AG40
iML1515	b3553	http://identifiers.org/ncbigene/948074
iML1515	b3553	http://identifiers.org/asap/ABE-0011604
iML1515	b3553	http://identifiers.org/ecogene/EG12272
iML1515	b3553	http://identifiers.org/uniprot/P37666
iML1515	b0678	http://identifiers.org/ncbigene/945290
iML1515	b0678	http://identifiers.org/asap/ABE-0002304
iML1515	b0678	http://identifiers.org/ecogene/EG10633
iML1515	b0678	http://identifiers.org/uniprot/P0A759
iML1515	b0844	http://identifiers.org/ncbigene/945470
iML1515	b0844	http://identifiers.org/asap/ABE-0002877
iML1515	b0844	http://identifiers.org/ecogene/EG13678
iML1515	b0844	http://identifiers.org/uniprot/P75809
iML1515	b0446	http://identifiers.org/ncbigene/945089
iML1515	b0446	http://identifiers.org/asap/ABE-0001548
iML1515	b0446	http://identifiers.org/ecogene/EG13216
iML1515	b0446	http://identifiers.org/uniprot/P46891
iML1515	b1478	http://identifiers.org/ncbigene/946036
iML1515	b1478	http://identifiers.org/asap/ABE-0004928
iML1515	b1478	http://identifiers.org/ecogene/EG12622
iML1515	b1478	http://identifiers.org/uniprot/P39451
iML1515	b0638	http://identifiers.org/ncbigene/945246
iML1515	b0638	http://identifiers.org/asap/ABE-0002185
iML1515	b0638	http://identifiers.org/ecogene/EG13240
iML1515	b0638	http://identifiers.org/uniprot/P52086
iML1515	b3812	http://identifiers.org/ncbigene/948357
iML1515	b3812	http://identifiers.org/asap/ABE-0012450
iML1515	b3812	http://identifiers.org/ecogene/EG11202
iML1515	b3812	http://identifiers.org/uniprot/P0ADP0
iML1515	b1662	http://identifiers.org/ncbigene/945848
iML1515	b1662	http://identifiers.org/asap/ABE-0005557
iML1515	b1662	http://identifiers.org/ecogene/EG11406
iML1515	b1662	http://identifiers.org/uniprot/P0AFU8
iML1515	b3399	http://identifiers.org/ncbigene/947904
iML1515	b3399	http://identifiers.org/asap/ABE-0011092
iML1515	b3399	http://identifiers.org/ecogene/EG12928
iML1515	b3399	http://identifiers.org/uniprot/P64636
iML1515	b0421	http://identifiers.org/ncbigene/945064
iML1515	b0421	http://identifiers.org/asap/ABE-0001463
iML1515	b0421	http://identifiers.org/ecogene/EG10508
iML1515	b0421	http://identifiers.org/uniprot/P22939
iML1515	b3804	http://identifiers.org/ncbigene/948587
iML1515	b3804	http://identifiers.org/asap/ABE-0012425
iML1515	b3804	http://identifiers.org/ecogene/EG10430
iML1515	b3804	http://identifiers.org/uniprot/P09126
iML1515	b0469	http://identifiers.org/ncbigene/945113
iML1515	b0469	http://identifiers.org/asap/ABE-0001628
iML1515	b0469	http://identifiers.org/ecogene/EG10051
iML1515	b0469	http://identifiers.org/uniprot/P69503
iML1515	b3997	http://identifiers.org/ncbigene/948497
iML1515	b3997	http://identifiers.org/asap/ABE-0013066
iML1515	b3997	http://identifiers.org/ecogene/EG11543
iML1515	b3997	http://identifiers.org/uniprot/P29680
iML1515	b4382	http://identifiers.org/ncbigene/948901
iML1515	b4382	http://identifiers.org/asap/ABE-0014374
iML1515	b4382	http://identifiers.org/ecogene/EG10219
iML1515	b4382	http://identifiers.org/uniprot/P07650
iML1515	b3187	http://identifiers.org/ncbigene/947364
iML1515	b3187	http://identifiers.org/asap/ABE-0010474
iML1515	b3187	http://identifiers.org/ecogene/EG10017
iML1515	b3187	http://identifiers.org/uniprot/P0AD57
iML1515	b3222	http://identifiers.org/ncbigene/947757
iML1515	b3222	http://identifiers.org/asap/ABE-0010571
iML1515	b3222	http://identifiers.org/ecogene/EG12815
iML1515	b3222	http://identifiers.org/uniprot/P45425
iML1515	b3225	http://identifiers.org/ncbigene/947742
iML1515	b3225	http://identifiers.org/asap/ABE-0010579
